543	481	437	423	705	803
533	511	475	439	610	702
534	523	501 465	574	635
523	519	509	485	564	595
517	513	509	494	557	576
509	506	505	495	548	560
504	500	498	492	548	552
501	497	494	491	539	545
501	495	491	487	545	543
499	495	490	487	546	546
502	496	490	485	542	545
503	496	490	486	546	543
504	497	491	486	543	546
505	498	492	487	547	543
505	499	493	488	548	544
506	499	493	488	543	547
507	500	494	489	549	544
508	502	495	491	549	548
508	502	496	490	545	548
510	502	496	492	551	546
510	503	496	492	547	549
510	502	496	492	551	547
509	503	497	492	551	548
510	504	498	493	546	550
510	504	498	493	552	549
511	503	498	493	551	552
510	503	498	492	546	551
510	503	498	493	547	552
510	504	498	494	547	552
510	502	497	493	551	547
509	504	498	493	551	547
510	504	498	494	547	550
513	505	499	494	552	549
510	505	499	495	552	553
517	501	497	492	551	548
512	504	498	494	552	549
506	501	496	492	546	552
511	501	496	491	545	552
508	503	496	492	550	548
510	504	498	493	545	549
509	504	499	493	546	549
510	505	499	494	552	551
509	503	498	493	546	550
510	504	498	494	552	547
511	503	498	494	548	551
512	502	497	493	551	547
509	503	497	493	551	551
510	504	498	494	546	550
511	505	499	494	552	548
510	505	499	495	551	552
510	504	499	493	546	550
512	504	499	495	552	549
510	504	499	494	547	552
511	502	497	493	551	547
508	503	497	493	551	548
510	504	498	493	545	549
511	504	498	494	551	548
510	504	499	494	551	551
512	505	499	493	546	550
512	505	499	495	552	549
510	504	499	495	547	552
518	501	496	493	550	547
509	503	497	493	551	548
505	500	496	492	544	549
512	504	497	493	550	547
508	505	499	494	550	550
510	504	498	493	545	549
508	503	499	493	546	551
510	503	498	494	546	551
510	502	497	493	550	546
509	503	497	493	550	546
511	505	498	494	546	549
512	505	499	494	552	548
511	504	499	494	551	551
511	504	499	493	546	550
510	504	499	494	551	548
509	503	498	494	546	551
510	500	497	492	545	549
508	502	496	492	550	547
510	504	498	493	545	549
511	504	499	493	546	549
512	505	499	494	551	550
510	505	499	493	546	549
511	505	499	495	552	546
510	505	499	495	548	551
511	501	497	493	551	546
509	502	497	493	551	548
510	503	497	493	545	549
511	501	496	492	550	547
512	504	498	493	550	550
504	504	498	492	545	549
510	505	499	494	551	547
505	505	499	494	546	550
511	501	497	493	550	546
507	502	497	493	550	547
510	503	497	493	544	548
511	504	498	494	550	547
512	504	499	494	550	550
509	504	499	493	545	549
511	504	498	494	551	547
510	504	498	494	546	550
511	502	497	493	550	546
508	504	498	494	551	547
511	505	499	494	545	549
513	505	499	495	551	548
512	506	500	495	551	551
511	506	500	496	551	550
511	505	499	495	552	548
511	505	499	495	547	551
512	503	498	494	551	548
508	503	498	494	550	548
512	505	499	494	545	549
512	505	499	495	551	548
512	507	500	495	551	551
512	505	500	494	546	550
510	502	497	494	551	548
511	503	497	493	546	550
506	501	496	492	549	545
507	502	497	492	550	546
511	504	498	493	544	548
510	504	499	493	545	548
511	504	498	494	551	550
510	503	498	493	545	548
508	503	498	494	551	545
511	505	499	494	547	550
511	503	498	494	550	546
507	504	498	494	551	547
510	505	499	494	545	549
512	504	499	495	551	547
512	505	499	495	551	550
511	505	500	494	551	546
512	505	499	494	551	548
510	505	499	494	546	551
511	503	499	493	545	551
505	503	498	494	550	547
510	505	499	494	545	548
511	505	499	495	551	545
511	505	499	495	551	550
511	505	499	494	545	549
511	505	499	495	551	551
511	509	502	496	547	551
512	505	500	496	551	547
508	503	498	495	551	548
510	504	499	495	546	549
508	500	496	493	550	547
512	504	498	493	550	550
504	500	496	491	544	548
512	503	497	493	549	546
510	504	498	493	545	549
511	502	497	493	549	545
505	500	496	492	549	544
510	503	497	493	544	547
510	504	498	493	550	544
511	505	499	494	551	547
511	505	499	493	546	548
513	506	500	495	551	547
511	505	499	495	547	550
510	502	498	494	550	546
507	504	498	494	551	547
509	505	499	495	545	549
510	505	500	494	546	550
510	504	499	495	550	550
511	504	499	493	545	549
513	505	499	495	551	545
511	505	499	495	547	550
511	503	498	494	550	545
507	504	498	494	551	547
510	508	501	496	551	546
510	507	501	496	552	548
507	503	499	495	551	551
511	504	499	494	545	551
507	500	496	493	549	547
511	503	497	493	545	549
505	501	496	491	543	547
507	503	497	493	549	544
506	501	496	492	544	547
511	503	497	493	550	544
504	501	496	492	549	546
511	503	497	491	544	547
511	504	498	493	550	549
510	504	498	494	545	547
513	503	498	494	550	544
507	503	498	494	550	546
511	504	498	494	544	548
511	504	499	494	550	546
511	505	500	495	550	550
510	505	500	494	545	548
512	505	500	495	551	547
511	505	500	495	546	550
513	504	499	495	550	546
509	505	499	495	551	547
511	505	499	495	545	549
511	504	499	495	551	547
510	505	499	495	550	550
511	504	498	493	545	548
511	505	499	495	551	547
506	502	497	493	545	549
512	502	497	493	549	545
506	502	497	493	549	546
510	503	497	493	544	547
504	501	497	491	544	547
511	504	497	493	549	547
506	500	496	491	544	546
511	503	497	492	549	544
506	505	498	493	546	547
512	504	498	494	550	544
507	503	498	494	550	544
511	504	498	494	545	547
511	504	499	494	551	546
512	504	499	494	550	549
511	504	499	493	545	548
510	504	499	494	550	546
510	504	499	494	546	549
511	502	498	493	544	548
506	502	497	493	550	546
510	503	497	493	544	547
512	504	498	493	550	544
511	504	498	494	550	549
511	505	499	493	545	548
512	505	499	495	550	546
509	505	499	495	546	550
511	504	499	494	550	545
506	503	498	494	550	546
506	500	496	492	544	547
511	503	497	493	549	546
506	503	498	493	549	548
511	504	498	492	544	547
510	505	499	494	550	544
509	505	499	495	546	547
510	504	499	495	551	545
506	504	499	495	551	547
511	504	499	495	545	548
511	504	498	494	550	546
511	504	499	494	550	549
510	504	499	493	544	548
510	504	499	495	550	546
509	504	498	494	545	549
511	504	498	494	549	545
507	504	498	494	550	546
511	504	499	494	544	548
511	504	498	494	550	544
512	504	498	494	550	549
511	504	499	493	545	548
511	504	499	494	550	546
510	505	499	495	546	549
510	505	499	495	550	545
507	504	499	495	550	546
509	503	498	494	544	548
511	502	497	493	550	546
511	503	498	493	549	549
506	502	497	492	543	547
511	503	497	493	549	545
505	499	495	492	544	546
510	503	497	491	544	546
505	500	495	492	548	543
510	503	497	492	544	546
506	500	496	492	549	543
511	503	497	492	549	546
507	504	498	492	544	546
512	504	499	494	550	544
511	505	499	495	546	547
512	505	499	495	551	544
